2800,1730,683,3630,93.7,820,4580,3040,3870,1390,1520,294,5120,1140,1680,111,2700,2010,2550,1240,3890,0
2890,1680,1120,2580,101,1320,4240,3160,3810,1240,1360,332,5220,1510,2400,125,2920,2020,2080,1440,4000,0
3200,1510,1200,2090,109,2600,3360,3060,3660,1290,1300,273,4280,1890,2500,119,2960,2150,2020,1360,3950,0
2930,1340,1120,2040,56.4,2800,2540,2980,3410,1620,1270,345,4170,2160,2410,216,2430,2120,1850,1370,3290,470
2960,1490,990,1990,10.5,2850,2070,3140,3310,1850,1160,229,4770,2670,2030,474,2220,1980,1700,1380,2550,260
3870,1420,795,1910,127,2970,1870,2610,3260,1730,1100,266,4930,3250,1820,492,2020,1920,1660,1300,2360,181
4430,1550,464,1890,1010,3130,1620,2000,3080,1400,1020,269,3870,3110,1710,586,2080,1900,1540,1460,2040,138
4320,2370,391,2110,330,3350,1380,1740,2830,1170,970,450,2900,2580,1720,758,2220,2040,1560,1600,1720,105
4020,1940,338,2290,581,3700,1220,1640,2780,1110,905,513,2310,2220,1810,630,2400,2090,1650,1640,1590,42.6
4420,1430,295,2310,675,3960,1070,1860,2650,1080,933,528,1940,1960,1860,626,2200,1940,1810,1630,1440,7.13
4750,1260,245,2360,908,4080,958,2330,2470,1060,950,563,1910,1940,1990,757,1600,1890,1870,1600,1350,25.2
4870,1370,368,2320,1170,3880,825,2980,2390,1270,1100,717,2130,1830,2030,696,1270,1870,1400,1420,1570,79.6
4970,780,524,2350,1090,2890,773,3220,2220,1860,1140,850,2150,1760,1870,660,1190,1970,1310,1460,1540,128
5240,713,930,2190,1090,2370,798,3170,2690,2140,1170,2180,1910,1650,1730,673,1400,2010,1370,1610,1460,84.9
5470,1290,1260,1960,684,2020,985,3360,3550,2110,1070,1880,1770,1780,1950,737,1630,1920,1320,1640,1480,46.1
5480,1240,1920,1890,505,1940,1190,3510,2580,2030,995,1250,1700,1880,2450,836,2050,1780,1330,1720,1510,5.444
